Points_0,Points_1,Points_2,h
1.920000000e+02,2.400000000e+02,0.000000000e+00,3.092071967e-03
1.921499939e+02,2.400000000e+02,0.000000000e+00,3.092071967e-03
1.923000031e+02,2.400000000e+02,0.000000000e+00,3.092071967e-03
1.924499969e+02,2.400000000e+02,0.000000000e+00,3.092071967e-03
1.926000061e+02,2.400000000e+02,0.000000000e+00,5.852991725e-03
1.927500000e+02,2.400000000e+02,0.000000000e+00,5.852991725e-03
1.928999939e+02,2.400000000e+02,0.000000000e+00,5.852991725e-03
1.930500031e+02,2.400000000e+02,0.000000000e+00,5.852991725e-03
1.931999969e+02,2.400000000e+02,0.000000000e+00,5.852991725e-03
1.933500061e+02,2.400000000e+02,0.000000000e+00,5.852991725e-03
1.935000000e+02,2.400000000e+02,0.000000000e+00,5.852991725e-03
1.936499939e+02,2.400000000e+02,0.000000000e+00,8.879772607e-03
1.938000031e+02,2.400000000e+02,0.000000000e+00,8.879772607e-03
1.939499969e+02,2.400000000e+02,0.000000000e+00,8.879772607e-03
1.941000061e+02,2.400000000e+02,0.000000000e+00,8.879772607e-03
1.942500000e+02,2.400000000e+02,0.000000000e+00,8.879772607e-03
1.943999939e+02,2.400000000e+02,0.000000000e+00,8.879772607e-03
1.945500031e+02,2.400000000e+02,0.000000000e+00,8.879772607e-03
1.946999969e+02,2.400000000e+02,0.000000000e+00,1.330754445e-02
1.948500061e+02,2.400000000e+02,0.000000000e+00,1.330754445e-02
1.950000000e+02,2.400000000e+02,0.000000000e+00,1.330754445e-02
1.951499939e+02,2.400000000e+02,0.000000000e+00,1.330754445e-02
1.953000031e+02,2.400000000e+02,0.000000000e+00,1.330754445e-02
1.954499969e+02,2.400000000e+02,0.000000000e+00,1.330754445e-02
1.956000061e+02,2.400000000e+02,0.000000000e+00,1.330754445e-02
1.957500000e+02,2.400000000e+02,0.000000000e+00,1.776699101e-02
1.958999939e+02,2.400000000e+02,0.000000000e+00,1.776699101e-02
1.960500031e+02,2.400000000e+02,0.000000000e+00,1.776699101e-02
1.961999969e+02,2.400000000e+02,0.000000000e+00,1.776699101e-02
1.963500061e+02,2.400000000e+02,0.000000000e+00,1.776699101e-02
1.965000000e+02,2.400000000e+02,0.000000000e+00,1.776699101e-02
1.966499939e+02,2.400000000e+02,0.000000000e+00,1.776699101e-02
1.968000031e+02,2.400000000e+02,0.000000000e+00,2.319943972e-02
1.969499969e+02,2.400000000e+02,0.000000000e+00,2.319943972e-02
1.971000061e+02,2.400000000e+02,0.000000000e+00,2.319943972e-02
1.972500000e+02,2.400000000e+02,0.000000000e+00,2.319943972e-02
1.973999939e+02,2.400000000e+02,0.000000000e+00,2.319943972e-02
1.975500031e+02,2.400000000e+02,0.000000000e+00,2.319943972e-02
1.976999969e+02,2.400000000e+02,0.000000000e+00,2.319943972e-02
1.978500061e+02,2.400000000e+02,0.000000000e+00,2.600754552e-02
1.980000000e+02,2.400000000e+02,0.000000000e+00,2.600754552e-02
1.981499939e+02,2.400000000e+02,0.000000000e+00,2.600754552e-02
1.983000031e+02,2.400000000e+02,0.000000000e+00,2.600754552e-02
1.984499969e+02,2.400000000e+02,0.000000000e+00,2.600754552e-02
1.986000061e+02,2.400000000e+02,0.000000000e+00,2.600754552e-02
1.987500000e+02,2.400000000e+02,0.000000000e+00,2.600754552e-02
1.988999939e+02,2.400000000e+02,0.000000000e+00,2.750070037e-02
1.990500031e+02,2.400000000e+02,0.000000000e+00,2.750070037e-02
1.991999969e+02,2.400000000e+02,0.000000000e+00,2.750070037e-02
1.993500061e+02,2.400000000e+02,0.000000000e+00,2.750070037e-02
1.995000000e+02,2.400000000e+02,0.000000000e+00,2.750070037e-02
1.996499939e+02,2.400000000e+02,0.000000000e+00,2.750070037e-02
1.998000031e+02,2.400000000e+02,0.000000000e+00,2.750070037e-02
1.999499969e+02,2.400000000e+02,0.000000000e+00,2.586312702e-02
2.001000061e+02,2.400000000e+02,0.000000000e+00,2.586312702e-02
2.002500000e+02,2.400000000e+02,0.000000000e+00,2.586312702e-02
2.003999939e+02,2.400000000e+02,0.000000000e+00,2.586312702e-02
2.005500031e+02,2.400000000e+02,0.000000000e+00,2.586312702e-02
2.006999969e+02,2.400000000e+02,0.000000000e+00,2.586312702e-02
2.008500061e+02,2.400000000e+02,0.000000000e+00,2.586312702e-02
2.010000000e+02,2.400000000e+02,0.000000000e+00,2.039233162e-02
2.011499939e+02,2.400000000e+02,0.000000000e+00,2.039233162e-02
2.013000031e+02,2.400000000e+02,0.000000000e+00,2.039233162e-02
2.014499969e+02,2.400000000e+02,0.000000000e+00,2.039233162e-02
2.016000061e+02,2.400000000e+02,0.000000000e+00,2.039233162e-02
2.017500000e+02,2.400000000e+02,0.000000000e+00,2.039233162e-02
2.018999939e+02,2.400000000e+02,0.000000000e+00,2.039233162e-02
2.020500031e+02,2.400000000e+02,0.000000000e+00,1.429685623e-02
2.021999969e+02,2.400000000e+02,0.000000000e+00,1.429685623e-02
2.023500061e+02,2.400000000e+02,0.000000000e+00,1.429685623e-02
2.025000000e+02,2.400000000e+02,0.000000000e+00,1.429685623e-02
2.026499939e+02,2.400000000e+02,0.000000000e+00,1.429685623e-02
2.028000031e+02,2.400000000e+02,0.000000000e+00,1.429685623e-02
2.029499969e+02,2.400000000e+02,0.000000000e+00,1.429685623e-02
2.031000061e+02,2.400000000e+02,0.000000000e+00,8.793598684e-03
2.032500000e+02,2.400000000e+02,0.000000000e+00,8.793598684e-03
2.033999939e+02,2.400000000e+02,0.000000000e+00,8.793598684e-03
2.035500031e+02,2.400000000e+02,0.000000000e+00,8.793598684e-03
2.036999969e+02,2.400000000e+02,0.000000000e+00,8.793598684e-03
2.038500061e+02,2.400000000e+02,0.000000000e+00,8.793598684e-03
2.040000000e+02,2.400000000e+02,0.000000000e+00,8.793598684e-03
2.041499939e+02,2.400000000e+02,0.000000000e+00,4.180024117e-03
2.043000031e+02,2.400000000e+02,0.000000000e+00,4.180024117e-03
2.044499969e+02,2.400000000e+02,0.000000000e+00,4.180024117e-03
2.046000061e+02,2.400000000e+02,0.000000000e+00,4.180024117e-03
2.047500000e+02,2.400000000e+02,0.000000000e+00,4.180024117e-03
2.048999939e+02,2.400000000e+02,0.000000000e+00,4.180024117e-03
2.050500031e+02,2.400000000e+02,0.000000000e+00,4.180024117e-03
2.051999969e+02,2.400000000e+02,0.000000000e+00,1.710727342e-03
2.053500061e+02,2.400000000e+02,0.000000000e+00,1.710727342e-03
2.055000000e+02,2.400000000e+02,0.000000000e+00,1.710727342e-03
2.056499939e+02,2.400000000e+02,0.000000000e+00,1.710727342e-03
2.058000031e+02,2.400000000e+02,0.000000000e+00,1.710727342e-03
2.059499969e+02,2.400000000e+02,0.000000000e+00,1.710727342e-03
2.061000061e+02,2.400000000e+02,0.000000000e+00,1.710727342e-03
2.062500000e+02,2.400000000e+02,0.000000000e+00,4.532903456e-04
2.063999939e+02,2.400000000e+02,0.000000000e+00,4.532903456e-04
2.065500031e+02,2.400000000e+02,0.000000000e+00,4.532903456e-04
2.066999969e+02,2.400000000e+02,0.000000000e+00,4.532903456e-04
2.068500061e+02,2.400000000e+02,0.000000000e+00,4.532903456e-04
2.070000000e+02,2.400000000e+02,0.000000000e+00,4.532903456e-04
2.071499939e+02,2.400000000e+02,0.000000000e+00,4.532903456e-04
2.073000031e+02,2.400000000e+02,0.000000000e+00,3.268636953e-04
2.074499969e+02,2.400000000e+02,0.000000000e+00,3.268636953e-04
2.076000061e+02,2.400000000e+02,0.000000000e+00,3.268636953e-04
2.077500000e+02,2.400000000e+02,0.000000000e+00,3.268636953e-04
2.078999939e+02,2.400000000e+02,0.000000000e+00,3.268636953e-04
2.080500031e+02,2.400000000e+02,0.000000000e+00,3.268636953e-04
2.081999969e+02,2.400000000e+02,0.000000000e+00,3.268636953e-04
2.083500061e+02,2.400000000e+02,0.000000000e+00,2.004370449e-04
2.085000000e+02,2.400000000e+02,0.000000000e+00,2.004370449e-04
2.086499939e+02,2.400000000e+02,0.000000000e+00,2.004370449e-04
2.088000031e+02,2.400000000e+02,0.000000000e+00,2.004370449e-04
2.089499969e+02,2.400000000e+02,0.000000000e+00,2.004370449e-04
2.091000061e+02,2.400000000e+02,0.000000000e+00,2.004370449e-04
2.092500000e+02,2.400000000e+02,0.000000000e+00,2.004370449e-04
2.093999939e+02,2.400000000e+02,0.000000000e+00,2.004370449e-04
2.095500031e+02,2.400000000e+02,0.000000000e+00,2.004370449e-04
2.096999969e+02,2.400000000e+02,0.000000000e+00,2.004370449e-04
2.098500061e+02,2.400000000e+02,0.000000000e+00,2.004370449e-04
2.100000000e+02,2.400000000e+02,0.000000000e+00,1.165052359e-06
1.800000000e+02,2.401499939e+02,0.000000000e+00,1.048796549e-04
1.801499939e+02,2.401499939e+02,0.000000000e+00,1.048796549e-04
1.803000031e+02,2.401499939e+02,0.000000000e+00,1.048796549e-04
1.804499969e+02,2.401499939e+02,0.000000000e+00,1.048796549e-04
1.806000061e+02,2.401499939e+02,0.000000000e+00,1.048796549e-04
1.807500000e+02,2.401499939e+02,0.000000000e+00,1.048796549e-04
1.808999939e+02,2.401499939e+02,0.000000000e+00,1.048796549e-04
1.810500031e+02,2.401499939e+02,0.000000000e+00,1.048796549e-04
1.811999969e+02,2.401499939e+02,0.000000000e+00,1.048796549e-04
1.813500061e+02,2.401499939e+02,0.000000000e+00,1.048796549e-04
1.815000000e+02,2.401499939e+02,0.000000000e+00,1.048796549e-04
1.816499939e+02,2.401499939e+02,0.000000000e+00,1.048796549e-04
1.818000031e+02,2.401499939e+02,0.000000000e+00,1.048796549e-04
1.819499969e+02,2.401499939e+02,0.000000000e+00,1.048796549e-04
1.821000061e+02,2.401499939e+02,0.000000000e+00,1.048796549e-04
1.822500000e+02,2.401499939e+02,0.000000000e+00,1.048796549e-04
1.823999939e+02,2.401499939e+02,0.000000000e+00,1.048796549e-04
1.825500031e+02,2.401499939e+02,0.000000000e+00,1.603782451e-04
1.826999969e+02,2.401499939e+02,0.000000000e+00,1.603782451e-04
1.828500061e+02,2.401499939e+02,0.000000000e+00,1.603782451e-04
1.830000000e+02,2.401499939e+02,0.000000000e+00,1.603782451e-04
1.831499939e+02,2.401499939e+02,0.000000000e+00,1.603782451e-04
1.833000031e+02,2.401499939e+02,0.000000000e+00,1.603782451e-04
1.834499969e+02,2.401499939e+02,0.000000000e+00,1.603782451e-04
1.836000061e+02,2.401499939e+02,0.000000000e+00,1.603782451e-04
1.837500000e+02,2.401499939e+02,0.000000000e+00,1.603782451e-04
1.838999939e+02,2.401499939e+02,0.000000000e+00,1.603782451e-04
1.840500031e+02,2.401499939e+02,0.000000000e+00,1.603782451e-04
1.841999969e+02,2.401499939e+02,0.000000000e+00,1.603782451e-04
1.843500061e+02,2.401499939e+02,0.000000000e+00,1.603782451e-04
1.845000000e+02,2.401499939e+02,0.000000000e+00,1.603782451e-04
1.846499939e+02,2.401499939e+02,0.000000000e+00,2.195904280e-04
1.848000031e+02,2.401499939e+02,0.000000000e+00,2.195904280e-04
1.849499969e+02,2.401499939e+02,0.000000000e+00,2.195904280e-04
1.851000061e+02,2.401499939e+02,0.000000000e+00,2.195904280e-04
1.852500000e+02,2.401499939e+02,0.000000000e+00,2.195904280e-04
1.853999939e+02,2.401499939e+02,0.000000000e+00,2.195904280e-04
1.855500031e+02,2.401499939e+02,0.000000000e+00,2.195904280e-04
1.856999969e+02,2.401499939e+02,0.000000000e+00,2.195904280e-04
1.858500061e+02,2.401499939e+02,0.000000000e+00,2.195904280e-04
1.860000000e+02,2.401499939e+02,0.000000000e+00,2.195904280e-04
1.861499939e+02,2.401499939e+02,0.000000000e+00,2.195904280e-04
1.863000031e+02,2.401499939e+02,0.000000000e+00,2.511024348e-04
1.864499969e+02,2.401499939e+02,0.000000000e+00,2.511024348e-04
1.866000061e+02,2.401499939e+02,0.000000000e+00,2.511024348e-04
1.867500000e+02,2.401499939e+02,0.000000000e+00,2.511024348e-04
1.868999939e+02,2.401499939e+02,0.000000000e+00,2.511024348e-04
1.870500031e+02,2.401499939e+02,0.000000000e+00,2.511024348e-04
1.871999969e+02,2.401499939e+02,0.000000000e+00,2.511024348e-04
1.873500061e+02,2.401499939e+02,0.000000000e+00,2.826144415e-04
1.875000000e+02,2.401499939e+02,0.000000000e+00,2.826144415e-04
1.876499939e+02,2.401499939e+02,0.000000000e+00,2.826144415e-04
1.878000031e+02,2.401499939e+02,0.000000000e+00,2.826144415e-04
1.879499969e+02,2.401499939e+02,0.000000000e+00,2.826144415e-04
1.881000061e+02,2.401499939e+02,0.000000000e+00,2.826144415e-04
1.882500000e+02,2.401499939e+02,0.000000000e+00,2.826144415e-04
1.883999939e+02,2.401499939e+02,0.000000000e+00,6.885474846e-04
1.885500031e+02,2.401499939e+02,0.000000000e+00,6.885474846e-04
1.886999969e+02,2.401499939e+02,0.000000000e+00,6.885474846e-04
1.888500061e+02,2.401499939e+02,0.000000000e+00,6.885474846e-04
1.890000000e+02,2.401499939e+02,0.000000000e+00,6.885474846e-04
1.891499939e+02,2.401499939e+02,0.000000000e+00,6.885474846e-04
1.893000031e+02,2.401499939e+02,0.000000000e+00,6.885474846e-04
1.894499969e+02,2.401499939e+02,0.000000000e+00,1.130644369e-03
1.896000061e+02,2.401499939e+02,0.000000000e+00,1.130644369e-03
1.897500000e+02,2.401499939e+02,0.000000000e+00,1.130644369e-03
1.898999939e+02,2.401499939e+02,0.000000000e+00,1.130644369e-03
1.900500031e+02,2.401499939e+02,0.000000000e+00,1.130644369e-03
1.901999969e+02,2.401499939e+02,0.000000000e+00,1.130644369e-03
1.903500061e+02,2.401499939e+02,0.000000000e+00,1.130644369e-03
1.905000000e+02,2.401499939e+02,0.000000000e+00,1.808815671e-03
1.906499939e+02,2.401499939e+02,0.000000000e+00,1.808815671e-03
1.908000031e+02,2.401499939e+02,0.000000000e+00,1.808815671e-03
1.909499969e+02,2.401499939e+02,0.000000000e+00,1.808815671e-03
1.911000061e+02,2.401499939e+02,0.000000000e+00,1.808815671e-03
1.912500000e+02,2.401499939e+02,0.000000000e+00,1.808815671e-03
1.913999939e+02,2.401499939e+02,0.000000000e+00,1.808815671e-03
1.915500031e+02,2.401499939e+02,0.000000000e+00,3.092071967e-03
1.916999969e+02,2.401499939e+02,0.000000000e+00,3.092071967e-03
1.918500061e+02,2.401499939e+02,0.000000000e+00,3.092071967e-03
1.920000000e+02,2.401499939e+02,0.000000000e+00,3.092071967e-03
1.921499939e+02,2.401499939e+02,0.000000000e+00,3.092071967e-03
1.923000031e+02,2.401499939e+02,0.000000000e+00,3.092071967e-03
1.924499969e+02,2.401499939e+02,0.000000000e+00,3.092071967e-03
1.926000061e+02,2.401499939e+02,0.000000000e+00,5.852991725e-03
1.927500000e+02,2.401499939e+02,0.000000000e+00,5.852991725e-03
1.928999939e+02,2.401499939e+02,0.000000000e+00,5.852991725e-03
1.930500031e+02,2.401499939e+02,0.000000000e+00,5.852991725e-03
1.931999969e+02,2.401499939e+02,0.000000000e+00,5.852991725e-03
1.933500061e+02,2.401499939e+02,0.000000000e+00,5.852991725e-03
1.935000000e+02,2.401499939e+02,0.000000000e+00,5.852991725e-03
1.936499939e+02,2.401499939e+02,0.000000000e+00,8.879772607e-03
1.938000031e+02,2.401499939e+02,0.000000000e+00,8.879772607e-03
1.939499969e+02,2.401499939e+02,0.000000000e+00,8.879772607e-03
1.941000061e+02,2.401499939e+02,0.000000000e+00,8.879772607e-03
1.942500000e+02,2.401499939e+02,0.000000000e+00,8.879772607e-03
1.943999939e+02,2.401499939e+02,0.000000000e+00,8.879772607e-03
1.945500031e+02,2.401499939e+02,0.000000000e+00,8.879772607e-03
1.946999969e+02,2.401499939e+02,0.000000000e+00,1.330754445e-02
1.948500061e+02,2.401499939e+02,0.000000000e+00,1.330754445e-02
1.950000000e+02,2.401499939e+02,0.000000000e+00,1.330754445e-02
1.951499939e+02,2.401499939e+02,0.000000000e+00,1.330754445e-02
1.953000031e+02,2.401499939e+02,0.000000000e+00,1.330754445e-02
1.954499969e+02,2.401499939e+02,0.000000000e+00,1.330754445e-02
1.956000061e+02,2.401499939e+02,0.000000000e+00,1.330754445e-02
1.957500000e+02,2.401499939e+02,0.000000000e+00,1.776699101e-02
1.958999939e+02,2.401499939e+02,0.000000000e+00,1.776699101e-02
1.960500031e+02,2.401499939e+02,0.000000000e+00,1.776699101e-02
1.961999969e+02,2.401499939e+02,0.000000000e+00,1.776699101e-02
1.963500061e+02,2.401499939e+02,0.000000000e+00,1.776699101e-02
1.965000000e+02,2.401499939e+02,0.000000000e+00,1.776699101e-02
1.966499939e+02,2.401499939e+02,0.000000000e+00,1.776699101e-02
1.968000031e+02,2.401499939e+02,0.000000000e+00,2.319943972e-02
1.969499969e+02,2.401499939e+02,0.000000000e+00,2.319943972e-02
1.971000061e+02,2.401499939e+02,0.000000000e+00,2.319943972e-02
1.972500000e+02,2.401499939e+02,0.000000000e+00,2.319943972e-02
1.973999939e+02,2.401499939e+02,0.000000000e+00,2.319943972e-02
1.975500031e+02,2.401499939e+02,0.000000000e+00,2.319943972e-02
1.976999969e+02,2.401499939e+02,0.000000000e+00,2.319943972e-02
1.978500061e+02,2.401499939e+02,0.000000000e+00,2.600754552e-02
1.980000000e+02,2.401499939e+02,0.000000000e+00,2.600754552e-02
1.981499939e+02,2.401499939e+02,0.000000000e+00,2.600754552e-02
1.983000031e+02,2.401499939e+02,0.000000000e+00,2.600754552e-02
1.984499969e+02,2.401499939e+02,0.000000000e+00,2.600754552e-02
1.986000061e+02,2.401499939e+02,0.000000000e+00,2.600754552e-02
1.987500000e+02,2.401499939e+02,0.000000000e+00,2.600754552e-02
1.988999939e+02,2.401499939e+02,0.000000000e+00,2.750070037e-02
1.990500031e+02,2.401499939e+02,0.000000000e+00,2.750070037e-02
1.991999969e+02,2.401499939e+02,0.000000000e+00,2.750070037e-02
1.993500061e+02,2.401499939e+02,0.000000000e+00,2.750070037e-02
1.995000000e+02,2.401499939e+02,0.000000000e+00,2.750070037e-02
1.996499939e+02,2.401499939e+02,0.000000000e+00,2.750070037e-02
1.998000031e+02,2.401499939e+02,0.000000000e+00,2.750070037e-02
1.999499969e+02,2.401499939e+02,0.000000000e+00,2.586312702e-02
2.001000061e+02,2.401499939e+02,0.000000000e+00,2.586312702e-02
2.002500000e+02,2.401499939e+02,0.000000000e+00,2.586312702e-02
2.003999939e+02,2.401499939e+02,0.000000000e+00,2.586312702e-02
2.005500031e+02,2.401499939e+02,0.000000000e+00,2.586312702e-02
2.006999969e+02,2.401499939e+02,0.000000000e+00,2.586312702e-02
2.008500061e+02,2.401499939e+02,0.000000000e+00,2.586312702e-02
2.010000000e+02,2.401499939e+02,0.000000000e+00,2.039233162e-02
2.011499939e+02,2.401499939e+02,0.000000000e+00,2.039233162e-02
2.013000031e+02,2.401499939e+02,0.000000000e+00,2.039233162e-02
2.014499969e+02,2.401499939e+02,0.000000000e+00,2.039233162e-02
2.016000061e+02,2.401499939e+02,0.000000000e+00,2.039233162e-02
2.017500000e+02,2.401499939e+02,0.000000000e+00,2.039233162e-02
2.018999939e+02,2.401499939e+02,0.000000000e+00,2.039233162e-02
2.020500031e+02,2.401499939e+02,0.000000000e+00,1.429685623e-02
2.021999969e+02,2.401499939e+02,0.000000000e+00,1.429685623e-02
2.023500061e+02,2.401499939e+02,0.000000000e+00,1.429685623e-02
2.025000000e+02,2.401499939e+02,0.000000000e+00,1.429685623e-02
2.026499939e+02,2.401499939e+02,0.000000000e+00,1.429685623e-02
2.028000031e+02,2.401499939e+02,0.000000000e+00,1.429685623e-02
2.029499969e+02,2.401499939e+02,0.000000000e+00,1.429685623e-02
2.031000061e+02,2.401499939e+02,0.000000000e+00,8.793598684e-03
2.032500000e+02,2.401499939e+02,0.000000000e+00,8.793598684e-03
2.033999939e+02,2.401499939e+02,0.000000000e+00,8.793598684e-03
2.035500031e+02,2.401499939e+02,0.000000000e+00,8.793598684e-03
2.036999969e+02,2.401499939e+02,0.000000000e+00,8.793598684e-03
2.038500061e+02,2.401499939e+02,0.000000000e+00,8.793598684e-03
2.040000000e+02,2.401499939e+02,0.000000000e+00,8.793598684e-03
2.041499939e+02,2.401499939e+02,0.000000000e+00,4.180024117e-03
2.043000031e+02,2.401499939e+02,0.000000000e+00,4.180024117e-03
2.044499969e+02,2.401499939e+02,0.000000000e+00,4.180024117e-03
2.046000061e+02,2.401499939e+02,0.000000000e+00,4.180024117e-03
2.047500000e+02,2.401499939e+02,0.000000000e+00,4.180024117e-03
2.048999939e+02,2.401499939e+02,0.000000000e+00,4.180024117e-03
2.050500031e+02,2.401499939e+02,0.000000000e+00,4.180024117e-03
2.051999969e+02,2.401499939e+02,0.000000000e+00,1.710727342e-03
2.053500061e+02,2.401499939e+02,0.000000000e+00,1.710727342e-03
2.055000000e+02,2.401499939e+02,0.000000000e+00,1.710727342e-03
2.056499939e+02,2.401499939e+02,0.000000000e+00,1.710727342e-03
2.058000031e+02,2.401499939e+02,0.000000000e+00,1.710727342e-03
2.059499969e+02,2.401499939e+02,0.000000000e+00,1.710727342e-03
2.061000061e+02,2.401499939e+02,0.000000000e+00,1.710727342e-03
2.062500000e+02,2.401499939e+02,0.000000000e+00,4.532903456e-04
2.063999939e+02,2.401499939e+02,0.000000000e+00,4.532903456e-04
2.065500031e+02,2.401499939e+02,0.000000000e+00,4.532903456e-04
2.066999969e+02,2.401499939e+02,0.000000000e+00,4.532903456e-04
2.068500061e+02,2.401499939e+02,0.000000000e+00,4.532903456e-04
2.070000000e+02,2.401499939e+02,0.000000000e+00,4.532903456e-04
2.071499939e+02,2.401499939e+02,0.000000000e+00,4.532903456e-04
2.073000031e+02,2.401499939e+02,0.000000000e+00,3.268636953e-04
2.074499969e+02,2.401499939e+02,0.000000000e+00,3.268636953e-04
2.076000061e+02,2.401499939e+02,0.000000000e+00,3.268636953e-04
2.077500000e+02,2.401499939e+02,0.000000000e+00,3.268636953e-04
